Pclass,Age,Fare,Family_Size,Has_Cabin,Sex_encoded,Embarked_encoded,Family_Size_Group_encoded,Age_Group_encoded,Fare_Range_encoded,Title_encoded,Cabin_Deck_encoded,Ticket_Group_encoded,Ticket_Share_Type_encoded,Ticket_Number_Length,Ticket_Group_Size,Pclass_Sex_encoded,Age_Sex_Group_encoded,Fare_Per_Person,Name_Length,Has_Parentheses,Age_Sex_Interaction_encoded,Pclass1_Male,Pclass1_Female,YoungAdult_Male_LowClass
1,24.0,79.2,1,1,1,0,0,3,3,2,1,2,1,5,2,1,2,79.2,18,0,7,1,0,0
1,36.0,40.125,1,1,1,0,0,1,3,2,0,5,2,5,1,1,2,40.125,19,0,3,1,0,0
3,22.0,7.775,1,0,0,2,0,3,1,1,8,5,2,6,1,4,1,7.775,18,0,6,0,0,0
1,50.0,133.65,3,0,1,2,2,2,3,4,8,2,1,5,2,1,2,44.550000000000004,29,0,5,1,0,0
3,25.0,7.75,1,0,1,1,0,3,1,2,8,5,2,6,1,5,2,7.75,16,0,7,0,0,1
3,45.5,7.225,1,0,1,0,0,1,1,2,8,5,2,4,1,5,2,7.225,20,0,3,0,0,0
3,33.0,7.775,1,0,1,2,0,1,1,2,8,5,2,6,1,5,2,7.775,28,0,3,0,0,0
3,19.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,17,0,7,0,0,1
2,18.0,13.0,1,0,1,2,0,3,2,2,8,5,2,6,1,3,2,13.0,25,0,7,0,0,1
3,16.0,7.75,1,0,0,1,0,0,1,1,8,5,2,6,1,4,1,7.75,25,0,0,0,0,0
1,42.0,30.0,1,1,1,2,0,1,0,2,3,5,2,5,1,1,2,30.0,27,0,3,1,0,0
1,39.0,29.7,1,1,1,0,0,1,0,2,2,5,2,5,1,1,2,29.7,20,0,3,1,0,0
1,48.0,76.7292,2,1,1,0,2,1,3,2,3,2,1,5,3,1,2,38.3646,25,0,3,1,0,0
3,22.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,15,0,7,0,0,1
1,29.0,30.0,1,1,1,2,0,3,0,2,3,5,2,6,1,1,2,30.0,22,0,7,1,0,0
1,45.0,25.925,1,0,1,2,0,1,0,2,8,2,2,5,1,1,2,25.925,19,0,3,1,0,0
1,38.0,153.4625,2,1,1,2,2,1,3,2,2,2,1,5,3,1,2,76.73125,25,0,3,1,0,0
3,44.0,8.05,1,0,1,2,0,1,2,2,8,5,2,6,1,5,2,8.05,16,0,3,0,0,0
2,3.0,18.75,3,0,1,2,2,0,0,0,8,5,1,5,3,3,0,6.25,30,0,1,0,0,0
1,18.0,227.525,2,1,0,0,2,3,3,3,2,2,0,5,5,0,1,113.7625,49,1,6,0,1,0
1,18.0,108.9,2,1,1,0,2,3,3,2,2,2,1,5,3,1,2,54.45,42,0,7,1,0,0
3,25.0,24.15,2,0,1,1,2,3,0,2,8,5,1,6,3,5,2,12.075,19,0,7,0,0,1
3,2.0,21.075,5,0,1,2,1,0,0,0,8,5,0,6,5,5,0,4.215,30,0,1,0,0,0
1,35.0,512.3292,1,1,1,0,0,1,3,2,1,2,0,5,4,1,2,512.3292,22,0,3,1,0,0
3,74.0,7.775,1,0,1,2,0,2,1,2,8,5,2,6,1,5,2,7.775,19,0,5,0,0,0
2,31.0,13.0,1,0,1,2,0,1,2,2,8,5,2,6,1,3,2,13.0,21,0,3,0,0,0
3,28.5,16.1,1,0,1,2,0,3,0,2,8,5,1,5,2,5,2,16.1,20,0,7,0,0,1
1,56.0,30.6958,1,1,1,0,0,2,0,2,0,5,2,5,1,1,2,30.6958,23,0,5,1,0,0
3,26.0,7.8542,2,0,1,2,2,3,1,2,8,5,2,6,1,5,2,3.9271,23,0,7,0,0,1
3,32.0,7.8542,1,0,1,2,0,1,1,2,8,5,2,6,1,5,2,7.8542,17,0,3,0,0,0
3,23.5,7.2292,1,0,1,0,0,3,1,2,8,5,2,4,1,5,2,7.2292,16,0,7,0,0,1
1,40.0,31.0,1,1,1,0,0,1,0,2,0,5,2,6,1,1,2,31.0,16,0,3,1,0,0
1,27.0,76.7292,1,1,1,0,0,3,3,2,3,2,1,5,3,1,2,76.7292,18,0,7,1,0,0
3,25.0,15.5,1,0,1,1,0,3,0,2,8,5,1,5,2,5,2,15.5,19,0,7,0,0,1
3,38.0,7.8958,1,0,1,2,0,1,1,2,8,5,2,6,1,5,2,7.8958,15,0,3,0,0,0
3,1.0,39.6875,6,0,1,2,1,0,3,0,8,5,0,7,7,5,0,6.614583333333333,28,0,1,0,0,0
2,29.5,0.0,1,0,1,2,0,3,1,2,8,5,2,6,1,3,2,0.0,26,0,7,0,0,1
3,25.0,7.7292,1,0,1,1,0,3,1,2,8,5,2,6,1,5,2,7.7292,20,0,7,0,0,1
2,0.67,14.5,3,0,1,2,2,0,0,0,8,5,1,6,2,3,0,4.833333333333333,25,0,1,0,0,0
3,25.0,15.5,2,0,1,1,2,3,0,2,8,5,1,6,2,5,2,7.75,17,0,7,0,0,1
3,2.0,12.2875,2,0,0,2,2,0,2,1,8,5,1,7,2,4,0,6.14375,24,0,0,0,0,0
3,18.0,9.8417,1,0,0,2,0,3,2,1,8,5,2,4,1,4,1,9.8417,23,0,6,0,0,0
1,51.0,77.9583,2,1,0,2,2,2,3,3,3,5,1,5,3,0,1,38.97915,36,1,4,0,1,0
2,29.0,27.7208,2,0,1,0,2,3,0,2,8,1,1,4,2,3,2,13.8604,25,0,7,0,0,1
3,49.0,0.0,1,0,1,2,0,1,1,2,8,1,0,0,4,5,2,0.0,19,0,3,0,0,0
3,24.0,9.5,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,9.5,22,0,7,0,0,1
3,31.0,20.525,3,0,0,2,2,1,0,3,8,5,1,6,3,4,1,6.841666666666666,46,1,2,0,0,0
3,45.0,7.75,1,0,0,2,0,1,1,1,8,5,2,6,1,4,1,7.75,33,0,2,0,0,0
3,32.0,7.925,1,0,1,2,0,1,2,2,8,1,2,8,1,5,2,7.925,26,0,3,0,0,0
3,18.0,14.4542,2,0,0,0,2,3,2,1,8,5,1,4,2,4,1,7.2271,21,0,6,0,0,0
2,44.0,26.0,2,0,0,2,2,1,0,3,8,5,1,6,2,2,1,13.0,45,1,2,0,0,0
1,47.0,52.5542,3,1,0,2,2,1,3,3,3,5,1,5,2,0,1,17.518066666666666,48,1,2,0,1,0
2,36.5,26.0,3,1,1,2,2,1,0,2,5,5,1,6,3,3,2,8.666666666666666,40,1,3,0,0,0
2,30.0,13.0,1,0,1,2,0,1,2,2,8,5,2,6,1,3,2,13.0,18,0,3,0,0,0
2,27.0,10.5,1,1,0,2,0,3,2,1,4,5,2,5,1,2,1,10.5,35,0,6,0,0,0
3,29.0,9.5,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,9.5,27,0,7,0,0,1
1,71.0,49.5042,1,0,1,0,0,2,3,2,8,2,2,5,1,1,2,49.5042,23,0,5,1,0,0
1,52.0,93.5,3,1,0,2,2,2,3,3,1,5,0,5,4,0,1,31.166666666666668,50,1,4,0,1,0
3,43.0,46.9,8,0,0,2,1,1,3,3,8,3,0,4,8,4,1,5.8625,39,1,2,0,0,0
3,22.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,20,0,7,0,0,1
3,22.0,23.25,3,0,0,1,2,3,0,1,8,5,1,6,3,4,1,7.75,18,0,6,0,0,0
1,35.0,55.0,2,1,0,2,2,1,3,3,4,5,1,6,2,0,1,27.5,38,1,2,0,1,0
3,26.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,25,0,7,0,0,1
3,25.0,7.925,2,0,0,2,2,3,2,1,8,1,2,8,1,4,1,3.9625,29,0,6,0,0,0
1,42.0,0.0,1,1,1,2,0,1,1,2,1,5,1,6,2,1,2,0.0,16,0,3,1,0,0
1,31.0,164.8667,3,1,0,2,2,1,3,1,2,5,0,5,4,0,1,54.95556666666667,24,0,2,0,1,0
3,45.0,8.05,1,0,1,2,0,1,2,2,8,5,2,4,1,5,2,8.05,21,0,3,0,0,0
3,22.0,7.25,1,0,1,2,0,3,1,2,8,0,2,6,1,5,2,7.25,18,0,7,0,0,1
1,49.0,76.7292,2,1,0,0,2,1,3,3,3,2,1,5,3,0,1,38.3646,40,1,2,0,1,0
2,22.0,41.5792,4,0,0,0,2,3,3,3,8,1,0,4,4,2,1,10.3948,53,1,6,0,0,0
3,4.0,22.025,3,0,0,2,2,0,0,1,8,5,1,6,3,4,0,7.341666666666666,35,0,0,0,0,0
3,29.0,15.2458,3,0,0,0,2,3,0,3,8,5,1,4,3,4,1,5.081933333333333,39,1,6,0,0,0
2,34.0,13.0,1,0,1,2,0,1,2,2,8,5,1,6,2,3,2,13.0,20,0,3,0,0,0
1,48.0,25.9292,1,1,0,2,0,1,0,3,3,5,2,5,1,0,1,25.9292,51,1,2,0,1,0
2,27.0,21.0,2,0,0,2,2,3,0,3,8,5,1,5,2,2,1,10.5,56,1,6,0,0,0
1,54.0,59.4,2,0,0,0,2,2,3,3,8,2,1,5,2,0,1,29.7,46,1,4,0,1,0
2,29.0,13.8625,1,0,1,0,0,3,2,2,8,1,2,4,1,3,2,13.8625,26,0,7,0,0,1
2,19.0,26.0,2,0,0,2,2,3,0,3,8,5,1,4,2,2,1,13.0,33,1,6,0,0,0
1,22.0,66.6,2,1,0,2,2,3,3,3,2,5,1,6,2,0,1,33.3,33,1,6,0,1,0
1,45.5,28.5,1,1,1,2,0,1,0,2,2,5,2,6,1,1,2,28.5,19,0,3,1,0,0
1,37.5,27.7208,1,0,1,0,0,1,0,2,8,2,2,5,1,1,2,27.7208,21,0,3,1,0,0
3,23.0,7.8542,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8542,22,0,7,0,0,1
3,30.0,8.05,1,0,1,2,0,1,2,2,8,1,2,6,1,5,2,8.05,29,0,3,0,0,0
3,23.5,7.2292,1,0,1,0,0,3,1,2,8,5,2,4,1,5,2,7.2292,17,0,7,0,0,1
2,34.0,21.0,2,0,1,2,2,1,0,2,8,5,1,5,2,3,2,10.5,18,0,3,0,0,0
3,31.0,7.925,1,0,1,2,0,1,2,2,8,1,2,8,1,5,2,7.925,18,0,3,0,0,0
3,25.0,69.55,11,0,1,2,1,3,3,2,8,3,0,4,11,5,2,6.322727272727272,19,0,7,0,0,1
3,40.0,27.9,6,0,1,2,1,1,0,2,8,5,0,6,6,5,2,4.6499999999999995,18,0,3,0,0,0
3,22.0,7.75,1,0,0,1,0,3,1,1,8,5,2,5,1,4,1,7.75,25,0,6,0,0,0
2,32.0,10.5,1,0,1,2,0,1,2,2,8,3,2,5,1,3,2,10.5,26,0,3,0,0,0
3,20.0,9.225,1,0,1,2,0,3,2,2,8,5,2,4,1,5,2,9.225,27,0,7,0,0,1
1,27.0,211.5,3,1,1,0,2,3,3,2,2,5,0,6,5,1,2,70.5,25,0,7,1,0,0
2,32.5,13.0,1,1,0,2,0,1,2,1,4,5,2,5,1,2,1,13.0,19,0,2,0,0,0
1,44.0,27.7208,1,1,0,0,0,1,0,3,1,2,2,5,1,0,1,27.7208,41,1,2,0,1,0
2,23.0,15.0458,1,0,1,0,0,3,0,2,8,1,2,4,1,3,2,15.0458,18,0,7,0,0,1
3,34.0,14.4,3,0,1,2,2,1,2,2,8,5,1,6,3,5,2,4.8,25,0,3,0,0,0
2,32.0,26.0,2,0,1,2,2,1,0,2,8,5,1,4,2,3,2,13.0,17,0,3,0,0,0
1,4.0,81.8583,3,1,1,2,2,0,3,0,0,5,1,5,3,1,0,27.2861,25,0,1,1,0,0
3,2.0,31.275,7,0,0,2,1,0,0,1,8,5,0,6,7,4,0,4.4678571428571425,33,0,0,0,0,0
2,29.5,0.0,1,0,1,2,0,3,1,2,8,5,1,6,3,3,2,0.0,30,0,7,0,0,1
2,25.0,13.0,1,0,1,2,0,3,2,2,8,5,2,6,1,3,2,13.0,42,0,7,0,0,1
3,24.0,8.05,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,8.05,22,0,7,0,0,1
3,21.0,8.6625,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,8.6625,16,0,7,0,0,1
2,31.0,10.5,1,0,1,2,0,1,2,2,8,3,2,5,1,3,2,10.5,38,0,3,0,0,0
2,54.0,14.0,1,0,1,2,0,2,2,4,8,5,2,5,1,3,2,14.0,20,0,5,0,0,0
3,33.0,15.85,4,0,0,2,2,1,0,3,8,5,1,7,2,4,1,3.9625,55,1,2,0,0,0
2,23.0,13.0,1,0,1,2,0,3,2,2,8,5,2,5,1,3,2,13.0,26,0,7,0,0,1
2,19.0,36.75,3,0,1,2,2,3,3,2,8,3,0,5,4,3,2,12.25,28,0,7,0,0,1
3,65.0,7.75,1,0,1,1,0,2,1,2,8,5,2,6,1,5,2,7.75,16,0,5,0,0,0
3,25.0,19.9667,2,0,1,2,2,3,0,2,8,5,2,5,1,5,2,9.98335,36,0,7,0,0,1
2,42.0,13.0,1,0,0,2,0,1,2,3,8,5,2,6,1,2,1,13.0,24,1,2,0,0,0
2,18.0,11.5,1,0,1,2,0,3,2,2,8,5,2,6,1,3,2,11.5,26,0,7,0,0,1
2,27.0,13.0,1,0,1,2,0,3,2,2,8,5,2,6,1,3,2,13.0,20,0,7,0,0,1
1,54.0,77.2875,2,1,1,2,2,2,3,2,3,5,1,5,2,1,2,38.64375,27,0,5,1,0,0
3,23.5,7.2292,1,0,1,0,0,3,1,2,8,5,2,4,1,5,2,7.2292,17,0,7,0,0,1
1,47.0,52.0,1,1,1,2,0,1,3,2,2,5,1,6,2,1,2,52.0,30,0,3,1,0,0
3,11.0,46.9,8,0,1,2,1,0,3,0,8,3,0,4,8,5,0,5.8625,34,0,1,0,0,0
2,21.0,73.5,3,0,1,2,2,3,3,2,8,4,0,5,7,3,2,24.5,27,0,7,0,0,1
2,29.0,10.5,1,0,1,2,0,3,2,2,8,4,2,5,1,3,2,10.5,31,0,7,0,0,1
3,39.0,24.15,1,0,1,2,0,1,0,2,8,0,1,6,3,5,2,24.15,17,0,3,0,0,0
3,39.0,29.125,6,0,0,1,1,1,0,3,8,5,0,6,6,4,1,4.854166666666667,36,1,2,0,0,0
3,36.0,15.55,2,0,1,2,2,1,0,2,8,5,1,6,2,5,2,7.775,29,0,3,0,0,0
1,17.0,108.9,2,1,0,0,2,0,3,3,2,2,1,5,3,0,1,54.45,82,1,0,0,1,0
3,25.0,8.6625,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,8.6625,19,0,7,0,0,1
3,11.0,31.275,7,0,0,2,1,0,0,1,8,5,0,6,7,4,0,4.4678571428571425,33,0,0,0,0,0
3,47.0,14.5,2,0,0,2,2,1,0,3,8,0,1,5,2,4,1,7.25,46,1,2,0,0,0
1,42.0,26.0,1,1,1,2,0,1,0,2,0,5,2,6,1,1,2,26.0,26,0,3,1,0,0
3,38.0,31.3875,7,0,0,2,1,1,3,3,8,5,0,6,7,4,1,4.483928571428572,57,1,2,0,0,0
2,30.0,12.35,1,1,0,1,0,1,2,1,4,5,2,6,1,2,1,12.35,19,0,2,0,0,0
1,19.0,30.0,1,1,0,2,0,3,0,1,1,5,2,6,1,0,1,30.0,28,0,6,0,1,0
1,48.0,39.6,2,1,0,0,2,1,3,4,0,5,2,5,1,0,1,19.8,65,1,2,0,1,0
3,25.0,7.7375,1,0,1,1,0,3,1,2,8,5,2,5,1,5,2,7.7375,23,0,7,0,0,1
1,38.0,146.5208,2,1,0,0,2,1,3,3,1,2,1,5,3,0,1,73.2604,46,1,2,0,1,0
1,40.0,0.0,1,1,1,2,0,1,1,2,1,5,2,6,1,1,2,0.0,21,0,3,1,0,0
3,31.0,7.775,1,0,1,2,0,1,1,2,8,5,2,6,1,5,2,7.775,25,0,3,0,0,0
3,8.0,21.075,5,0,0,2,1,0,0,1,8,5,0,6,5,4,0,4.215,29,0,0,0,0,0
3,26.0,18.7875,1,0,1,0,0,3,0,2,8,5,1,4,2,5,2,18.7875,27,0,7,0,0,1
2,24.0,73.5,3,0,1,2,2,3,3,2,8,4,0,5,7,3,2,24.5,25,0,7,0,0,1
3,22.0,7.2292,1,0,1,0,0,3,1,2,8,5,2,4,1,5,2,7.2292,21,0,7,0,0,1
2,4.0,23.0,3,0,0,2,2,0,0,1,8,5,1,5,3,2,0,7.666666666666667,17,0,0,0,0,0
1,45.0,26.55,1,0,1,2,0,1,0,2,8,5,2,6,1,1,2,26.55,45,1,3,1,0,0
1,42.0,227.525,1,0,0,0,0,1,3,1,8,2,0,5,5,0,1,227.525,21,0,2,0,1,0
1,32.0,30.5,1,1,1,0,0,1,0,4,1,5,2,5,1,1,2,30.5,25,0,3,1,0,0
3,51.0,8.05,1,0,1,2,0,2,2,2,8,5,2,5,1,5,2,8.05,23,0,5,0,0,0
3,14.5,14.4542,2,0,0,0,2,0,2,1,8,5,1,4,2,4,0,7.2271,20,0,0,0,0,0
3,25.0,7.05,1,0,1,2,0,3,1,2,8,1,2,7,1,5,2,7.05,21,0,7,0,0,1
3,27.0,14.4542,2,0,1,0,2,3,2,2,8,5,1,4,2,5,2,7.2271,19,0,7,0,0,1
1,42.0,26.55,1,1,1,2,0,1,0,2,2,5,2,6,1,1,2,26.55,18,0,3,1,0,0
3,8.0,29.125,6,0,1,1,1,0,0,0,8,5,0,6,6,5,0,4.854166666666667,25,0,1,0,0,0
2,42.0,27.0,2,0,1,2,2,1,0,2,8,5,1,6,2,3,2,13.5,28,0,3,0,0,0
1,40.0,134.5,3,1,0,0,2,1,3,3,4,5,0,5,5,0,1,44.833333333333336,56,1,2,0,1,0
3,5.0,31.3875,7,0,0,2,1,0,3,1,8,5,0,6,7,4,0,4.483928571428572,30,0,0,0,0,0
3,30.0,7.8958,1,0,1,2,0,1,1,2,8,5,2,6,1,5,2,7.8958,17,0,3,0,0,0
3,22.0,7.75,1,0,0,1,0,3,1,1,8,5,2,6,1,4,1,7.75,26,0,6,0,0,0
3,4.0,29.125,6,0,1,1,1,0,0,0,8,5,0,6,6,5,0,4.854166666666667,20,0,1,0,0,0
2,0.83,18.75,3,0,1,2,2,0,0,0,8,5,1,5,3,3,0,6.25,31,0,1,0,0,0
2,28.0,26.0,2,0,0,2,2,3,0,3,8,5,1,4,2,2,1,13.0,43,1,6,0,0,0
3,20.0,4.0125,1,0,1,0,0,3,1,2,8,5,2,4,1,5,2,4.0125,19,0,7,0,0,1
3,23.5,7.225,1,0,1,0,0,3,1,2,8,5,2,4,1,5,2,7.225,23,0,7,0,0,1
1,37.5,30.6958,1,0,1,0,0,1,0,2,8,2,2,5,1,1,2,30.6958,24,0,3,1,0,0
3,17.0,8.6625,1,0,1,2,0,0,2,2,8,5,2,6,1,5,2,8.6625,15,0,1,0,0,0
3,23.5,8.7125,1,0,1,0,0,3,2,2,8,5,2,4,1,5,2,8.7125,19,0,7,0,0,1
3,29.0,7.775,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.775,24,0,7,0,0,1
3,35.0,7.125,1,0,1,2,0,1,1,2,8,1,2,8,1,5,2,7.125,20,0,3,0,0,0
3,6.0,31.275,7,0,0,2,1,0,0,1,8,5,0,6,7,4,0,4.4678571428571425,34,0,0,0,0,0
3,19.0,7.8792,1,0,0,1,0,3,1,1,8,5,2,6,1,4,1,7.8792,29,0,6,0,0,0
3,21.0,7.8542,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8542,27,0,7,0,0,1
3,20.0,9.8458,1,0,1,2,0,3,2,2,8,5,1,4,2,5,2,9.8458,29,0,7,0,0,1
2,7.0,26.25,3,0,0,2,2,0,0,1,8,1,1,5,3,2,0,8.75,22,0,0,0,0,0
3,39.0,7.925,1,0,1,2,0,1,2,2,8,1,2,8,1,5,2,7.925,18,0,3,0,0,0
3,26.0,14.4542,2,0,1,0,2,3,2,2,8,5,1,4,2,5,2,7.2271,27,0,7,0,0,1
3,45.0,14.4542,2,0,0,0,2,1,2,3,8,5,1,4,2,4,1,7.2271,31,1,2,0,0,0
3,33.0,20.525,3,0,1,2,2,1,0,2,8,5,1,6,3,5,2,6.841666666666666,25,0,3,0,0,0
2,2.0,26.0,3,1,1,2,2,0,0,0,5,5,1,6,3,3,0,8.666666666666666,30,0,1,0,0,0
1,38.0,89.1042,2,1,0,0,2,1,3,3,2,5,1,5,2,0,1,44.5521,44,1,2,0,1,0
3,26.0,16.1,2,0,0,2,2,3,0,3,8,0,1,5,2,4,1,8.05,47,1,6,0,0,0
3,32.0,56.4958,1,0,1,2,0,1,3,2,8,5,0,4,8,5,2,56.4958,15,0,3,0,0,0
1,35.0,135.6333,1,1,0,2,0,1,3,1,2,2,0,5,4,0,1,135.6333,22,0,2,0,1,0
3,28.0,14.4,3,0,0,2,2,3,2,3,8,5,1,6,3,4,1,4.8,54,1,6,0,0,0
3,39.0,31.275,7,0,1,2,1,1,0,2,8,5,0,6,7,5,2,4.4678571428571425,27,0,3,0,0,0
3,28.0,9.5,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,9.5,27,0,7,0,0,1
1,37.0,29.7,2,1,1,0,2,1,0,2,2,2,2,5,1,1,2,14.85,21,0,3,1,0,0
3,25.0,7.25,1,0,1,2,0,3,1,2,8,0,2,6,1,5,2,7.25,22,0,7,0,0,1
3,4.0,31.275,7,0,1,2,1,0,0,0,8,5,0,6,7,5,0,4.4678571428571425,39,0,1,0,0,0
1,23.0,63.3583,2,1,1,0,2,3,3,2,3,2,1,5,2,1,2,31.67915,31,0,7,1,0,0
3,38.0,7.05,1,0,1,2,0,1,1,2,8,1,2,7,1,5,2,7.05,31,0,3,0,0,0
3,25.0,7.05,1,0,1,2,0,3,1,2,8,1,2,7,1,5,2,7.05,16,0,7,0,0,1
2,29.0,10.5,1,1,0,2,0,3,2,3,5,3,2,5,1,2,1,10.5,28,1,6,0,0,0
1,54.0,51.8625,1,1,1,2,0,2,3,2,4,5,1,5,2,1,2,51.8625,23,0,5,1,0,0
2,24.0,14.5,3,0,0,2,2,3,0,3,8,5,1,6,2,2,1,4.833333333333333,31,1,6,0,0,0
3,28.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,22,0,7,0,0,1
3,15.0,22.3583,3,0,0,0,2,0,0,3,8,5,1,4,3,4,0,7.452766666666666,38,1,0,0,0,0
3,14.0,7.8542,1,0,0,2,0,0,1,1,8,5,2,6,1,4,0,7.8542,36,0,0,0,0,0
2,41.0,19.5,2,0,0,2,2,1,0,3,8,5,1,6,2,2,1,9.75,41,1,2,0,0,0
3,25.0,14.5,1,0,1,2,0,3,0,2,8,5,1,6,2,5,2,14.5,24,0,7,0,0,1
2,50.0,10.5,1,0,0,2,0,2,2,1,8,4,2,5,1,2,1,10.5,20,0,4,0,0,0
3,23.5,7.2292,1,0,1,0,0,3,1,2,8,5,2,4,1,5,2,7.2292,19,0,7,0,0,1
3,21.0,7.775,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.775,33,0,7,0,0,1
1,22.0,49.5,3,1,0,0,2,3,3,1,1,5,2,5,1,0,1,16.5,34,0,6,0,1,0
3,24.0,7.4958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.4958,17,0,7,0,0,1
2,21.0,10.5,1,0,0,2,0,3,2,1,8,3,2,5,1,2,1,10.5,17,0,6,0,0,0
3,51.0,7.0542,1,0,1,2,0,2,1,2,8,5,2,6,1,5,2,7.0542,27,0,5,0,0,0
2,24.0,27.0,4,0,0,2,2,3,0,3,8,5,1,6,2,2,1,6.75,51,1,6,0,0,0
2,19.0,13.0,1,0,1,2,0,3,2,2,8,5,2,5,1,3,2,13.0,21,0,7,0,0,1
3,22.0,8.05,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,8.05,22,0,7,0,0,1
1,61.0,33.5,1,1,1,2,0,2,3,2,1,5,2,6,1,1,2,33.5,25,0,5,1,0,0
3,25.0,8.05,1,0,1,2,0,3,2,2,8,0,2,4,1,5,2,8.05,18,0,7,0,0,1
3,19.0,10.1708,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,10.1708,17,0,7,0,0,1
3,25.0,8.05,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,8.05,27,0,7,0,0,1
3,22.0,7.75,1,0,0,1,0,3,1,1,8,5,2,6,1,4,1,7.75,20,0,6,0,0,0
3,28.0,22.525,1,0,1,2,0,3,0,2,8,2,1,4,3,5,2,22.525,24,0,7,0,0,1
2,54.0,23.0,5,0,0,2,1,2,0,3,8,5,1,5,2,2,1,4.6,37,1,4,0,0,0
3,41.0,7.125,1,0,1,2,0,1,1,2,8,1,2,8,1,5,2,7.125,30,0,3,0,0,0
3,28.5,7.2292,1,0,1,0,0,3,1,2,8,5,2,4,1,5,2,7.2292,19,0,7,0,0,1
3,23.5,7.8958,1,0,1,0,0,3,1,2,8,5,2,6,1,5,2,7.8958,22,0,7,0,0,1
2,21.0,11.5,2,0,1,2,2,3,2,2,8,5,2,5,1,3,2,5.75,27,0,7,0,0,1
2,40.0,39.0,3,0,0,2,2,1,3,3,8,5,1,5,3,2,1,13.0,61,1,2,0,0,0
2,36.0,10.5,1,0,1,2,0,1,2,2,8,3,2,5,1,3,2,10.5,17,0,3,0,0,0
2,29.0,26.0,2,0,0,2,2,3,0,3,8,5,1,4,2,2,1,13.0,50,1,6,0,0,0
3,15.0,14.4542,2,0,0,0,2,0,2,3,8,5,1,4,2,4,0,7.2271,39,1,0,0,0,0
3,40.5,7.75,1,0,1,1,0,1,1,2,8,5,2,6,1,5,2,7.75,18,0,3,0,0,0
3,29.0,7.75,1,0,1,1,0,3,1,2,8,5,2,6,1,5,2,7.75,24,0,7,0,0,1
2,33.0,26.0,3,0,0,2,2,1,0,3,8,5,1,5,3,2,1,8.666666666666666,45,1,2,0,0,0
3,19.0,8.05,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,8.05,26,0,7,0,0,1
2,35.0,10.5,1,0,1,2,0,1,2,2,8,5,2,5,1,3,2,10.5,25,0,3,0,0,0
1,18.0,262.375,5,1,0,0,1,3,3,1,1,2,0,5,7,0,1,52.475,26,0,6,0,1,0
3,18.0,17.8,2,0,0,2,2,3,0,3,8,5,1,6,2,4,1,8.9,45,1,6,0,0,0
1,45.0,42.4,1,0,1,2,0,1,3,2,8,5,1,6,2,1,2,42.4,25,0,3,1,0,0
3,25.0,7.7333,1,0,1,1,0,3,1,2,8,5,2,6,1,5,2,7.7333,24,0,7,0,0,1
3,25.0,8.05,1,0,1,2,0,3,2,2,8,0,2,5,1,5,2,8.05,19,0,7,0,0,1
1,21.0,77.2875,2,1,1,2,2,3,3,2,3,5,1,5,2,1,2,38.64375,25,0,7,1,0,0
3,22.0,7.8292,1,0,0,1,0,3,1,1,8,5,2,6,1,4,1,7.8292,29,0,6,0,0,0
1,39.0,110.8833,3,1,0,0,2,1,3,3,2,5,0,5,4,0,1,36.9611,52,1,2,0,1,0
3,20.0,7.8542,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8542,22,0,7,0,0,1
1,58.0,29.7,1,1,1,0,0,2,0,2,1,5,2,5,1,1,2,29.7,23,0,5,1,0,0
1,49.0,56.9292,2,1,1,0,2,1,3,4,0,2,1,5,2,1,2,28.4646,44,1,3,1,0,0
3,5.0,19.2583,4,0,0,0,2,0,0,1,8,5,0,4,4,4,0,4.814575,30,0,0,0,0,0
1,39.0,79.65,3,1,0,2,2,1,3,3,4,5,1,6,3,0,1,26.55,38,1,2,0,1,0
3,17.0,8.6625,1,0,1,2,0,0,2,2,8,5,2,6,1,5,2,8.6625,16,0,1,0,0,0
1,65.0,61.9792,2,1,1,0,2,2,3,2,1,5,1,6,2,1,2,30.9896,30,0,5,1,0,0
